Filename,Type,Image Size (MB),Image X,Image Y,DPI,(Center) Coordinate,Favorite,Continent,Bit color,Alpha,Hockey Team,User Tags
New_York_003595.arw,arw,20.12,3840,2160,300,"41.11129, -73.78086",,North America,16,Y,,"""""""Abstract, Sunrise, Work, Nature"""""""
Vancouver_003596.png,png,6.16,4000,3000,300,"49° 52' N, 123° 42' W",,North America,32,,,"""""""Panorama, Landscape, Wildlife, Art, Sunset"""""""
Singapore_003597.arw,arw,30.53,1920,1080,1200,"1.00460, 103.53632",,Asia,14,,,"""""""Golden Hour, Sports, Wedding, Forest, Nature"""""""
Rio_de_Janeiro_003598.cr2,cr2,16.0,3264,2448,300,"-22.72543, -43.61944",,South America,,,,"""""""Landscape, Abstract, Night, Panorama"""""""
Singapore_003599.arw,arw,37.38,6000,4000,1200,"1° 35' N, 104° 34' E",,Asia,14,,,"""""""Mountain, Macro, Forest, Wedding, Portrait"""""""
Barcelona_003600.arw,arw,24.23,4032,3024,600,"41.51027, 2.36466",,Europe,,Y,,"""""""Sunset, City"""""""
Paris_003601.tiff,tiff,33.59,6000,4000,1200,"49° 49' N, 2° 20' E",,Europe,32,Y,,
New_York_003602.jpeg,jpeg,18.53,5472,3648,150,"41.13128, -73.80045",,North America,,,,"""""""Black and White, Sunrise"""""""
London_003603.arw,arw,32.6,4000,3000,1200,,,,14,,,"""""""Golden Hour, Vintage, Sports"""""""
Vancouver_003604.tif,tif,28.92,2048,1536,600,"49° 58' N, 123° 42' W",,North America,24,,,"""""""Nature, Blue Hour, Travel"""""""
Berlin_003605.tiff,tiff,22.34,2048,1536,300,"52.07894, 13.85423",,Europe,48,,,"""""""Sunset"""""""
Los_Angeles_003606.jpg,jpg,18.46,5472,3648,150,"33.85347, -118.59586",,North America,32,,,"""""""Street, Macro, Mountain, Work, Sunrise"""""""
Paris_003607.tiff,tiff,32.33,2048,1536,600,"48° 51' N, 3° 05' E",,Europe,48,,,"""""""Blue Hour, Work, Golden Hour, Holiday, Mountain"""""""
Buenos_Aires_003608.arw,arw,16.46,3264,2448,1200,"35° 05' S, 58° 17' W",Yes,South America,16,,,"""""""Wedding"""""""
Cape_Town_003609.cr2,cr2,20.1,3264,2448,600,"-33.73813, 18.10323",,Africa,,,,"""""""Wildlife, Festival, Forest"""""""
Paris_003610.nef,nef,22.94,6000,4000,600,,,Europe,14,,,"""""""Holiday, Forest"""""""
London_003611.jpg,jpg,2.48,3840,2160,300,"52° 26' N, 0° 53' E",,Europe,24,Y,,"""""""Wildlife, Portrait"""""""
Mumbai_003612.tiff,tiff,9.02,2048,1536,600,"19.36587, 72.43139",,Asia,24,,,"""""""Night"""""""
Tokyo_003613.jpg,jpg,22.84,1920,1080,300,"35° 08' N, 139° 00' E",,Asia,24,Y,,"""""""Food, Festival"""""""
Los_Angeles_003614.jpeg,jpeg,22.97,4032,3024,96,"34.22524, -118.01989",,North America,32,Y,,"""""""HDR, Event, Street"""""""
Buenos_Aires_003615.raw,raw,23.49,2048,1536,600,"-35.10854, -58.23039",,South America,,,,"""""""Portrait, Holiday, Landscape, Family"""""""
Cairo_003616.png,png,10.48,3840,2160,150,"30° 31' N, 31° 48' E",,Africa,32,,,"""""""Urban"""""""
Barcelona_003617.arw,arw,28.31,3264,2448,300,"41° 27' N, 3° 06' E",,Europe,16,Y,,"""""""Food, Panorama, Forest"""""""
Barcelona_003618.png,png,12.13,2048,1536,72,"41.47258, 2.66364",,Europe,32,,,"""""""Family, Golden Hour"""""""
Berlin_003619.nef,nef,39.64,4000,3000,600,"52.59254, 13.51125",,Europe,16,Y,,"""""""Street, Vintage, HDR, Portrait"""""""
Barcelona_003620.arw,arw,26.55,3264,2448,300,"41.09587, 1.79838",,Europe,14,,,"""""""Portrait"""""""
Berlin_003621.tiff,tiff,27.56,3840,2160,300,"52° 12' N, 13° 20' E",,Europe,,Y,,"""""""Vintage, Sunset, Urban, Black and White, Wedding"""""""
Buenos_Aires_003622.arw,arw,43.11,5472,3648,1200,"35° 55' S, 59° 37' W",,South America,16,,,"""""""Golden Hour, Travel, Abstract, Festival"""""""
Paris_003623.jpeg,jpeg,6.6,4032,3024,300,"49° 18' N, 2° 02' E",,Europe,32,Y,,"""""""Work"""""""
Cairo_003624.png,png,7.05,5472,3648,72,"29.59301, 31.26057",,Africa,32,,,"""""""Holiday, Sunset"""""""
Mumbai_003625.jpeg,jpeg,14.35,2048,1536,96,"18.88145, 72.99535",Yes,Asia,32,,Bruins,"""""""Nature, Sunset"""""""
Paris_003626.jpg,jpg,22.19,5472,3648,96,"49° 38' N, 3° 33' E",,Europe,,Y,,"""""""Food, HDR, Family"""""""
Los_Angeles_003627.tif,tif,18.87,5472,3648,300,"33.67100, -118.31415",,North America,48,,Senators,"""""""Wedding, Portrait, Night, Architecture"""""""
Cape_Town_003628.cr2,cr2,34.3,4000,3000,600,"-34.33513, 18.69978",,Africa,,,,"""""""Sunset, Family"""""""
London_003629.tiff,tiff,15.45,4032,3024,600,"51.70099, 0.29133",,Europe,32,,,"""""""Nature, Portrait, Macro"""""""
Sydney_003630.jpeg,jpeg,17.36,6000,4000,300,"34° 24' S, 152° 16' E",,Australia,32,Y,,"""""""City"""""""
Cape_Town_003631.png,png,24.11,4000,3000,96,"-33.93180, 18.50869",Yes,Africa,24,,,"""""""Vacation, Beach"""""""
Cairo_003632.jpg,jpg,12.79,2048,1536,300,"30.46145, 31.44356",,Africa,24,,,"""""""Wildlife, Sunset, Holiday, Food"""""""
Sydney_003633.tif,tif,10.91,4000,3000,1200,"-33.65646, 151.47874",Yes,Australia,32,,,"""""""Vacation, Art, Night, Beach"""""""
Barcelona_003634.nef,nef,30.92,3264,2448,300,"41.30467, 2.66990",,Europe,14,,,
Cairo_003635.raw,raw,16.18,4000,3000,600,"30° 53' N, 31° 33' E",,Africa,14,,,"""""""Forest, Nature, Family, Art"""""""
London_003636.cr2,cr2,18.38,1920,1080,600,"52° 59' N, 0° 49' W",,Europe,14,,,"""""""Sports, Vintage, Wildlife, Mountain"""""""
Barcelona_003637.arw,arw,19.89,2048,1536,600,"42° 47' N, 2° 36' E",,Europe,14,,,
Berlin_003638.tif,tif,15.55,2048,1536,600,"53° 16' N, 14° 58' E",,Europe,32,,Leafs,"""""""City, Sunrise, Festival, Vintage"""""""
Rio_de_Janeiro_003639.raw,raw,33.85,4032,3024,600,"22° 47' S, 43° 42' W",,South America,16,,,"""""""Holiday, HDR"""""""
Cairo_003640.jpeg,jpeg,6.6,3840,2160,150,"30° 44' N, 31° 46' E",,Africa,24,Y,,"""""""Forest"""""""
Sydney_003641.arw,arw,34.17,1920,1080,600,"34° 15' S, 151° 10' E",,Australia,14,,,"""""""Nature"""""""
Sydney_003642.jpg,jpg,9.32,3840,2160,150,"34° 01' S, 151° 31' E",,,24,,,"""""""Holiday, Blue Hour, Sports, Nature"""""""
Singapore_003643.cr2,cr2,42.03,3264,2448,1200,"1.20422, 103.83402",,Asia,14,,,"""""""Black and White"""""""
Rio_de_Janeiro_003644.raw,raw,38.54,2048,1536,1200,"23° 17' S, 43° 02' W",,South America,,,,"""""""HDR, Portrait"""""""
Mumbai_003645.nef,nef,44.99,3264,2448,600,"19.29461, 73.02188",,Asia,14,,,"""""""Wildlife, Panorama, Macro, Sunrise"""""""
Tokyo_003646.tif,tif,26.81,4000,3000,1200,"35° 32' N, 140° 17' E",,Asia,48,,,"""""""Concert, Sports"""""""
Buenos_Aires_003647.nef,nef,17.1,2048,1536,600,"35° 20' S, 58° 12' W",,South America,16,,,"""""""Vacation, Art, Blue Hour, Night, Sunrise"""""""
Cape_Town_003648.arw,arw,28.25,3840,2160,1200,"34° 15' S, 18° 32' E",,Africa,16,,,"""""""Abstract, Sunset, Festival, Food"""""""
Cape_Town_003649.nef,nef,34.27,4000,3000,600,"-34.29598, 18.38408",Yes,Africa,16,,,"""""""Forest, Landscape, Abstract, Vintage"""""""
Mumbai_003650.png,png,9.96,4000,3000,72,"19° 55' N, 73° 22' E",Yes,Asia,24,,,"""""""Sunrise"""""""
Berlin_003651.arw,arw,29.95,5472,3648,300,"52° 56' N, 14° 42' E",,Europe,,,,"""""""Food, Family, Wedding, Beach"""""""
Mumbai_003652.nef,nef,38.73,1920,1080,1200,,,Asia,,Y,,"""""""Wildlife, Sports, Concert, Work, Landscape"""""""
Rio_de_Janeiro_003653.cr2,cr2,38.46,3264,2448,1200,"23° 26' S, 43° 12' W",,South America,16,,,"""""""Urban, Landscape, HDR"""""""
Cairo_003654.tif,tif,9.99,4000,3000,1200,"30.31209, 30.91385",,Africa,48,Y,,"""""""Forest, Blue Hour, Food, Sunset, Street"""""""
Cairo_003655.nef,nef,25.77,1920,1080,1200,"30° 45' N, 32° 16' E",,Africa,14,,,"""""""Food, Art, Street"""""""
Vancouver_003656.tiff,tiff,25.06,2048,1536,300,"49.27129, -123.34477",Yes,,24,,,"""""""Nature"""""""
Buenos_Aires_003657.jpeg,jpeg,16.38,3840,2160,72,"-34.31991, -58.81093",,South America,32,,,
Buenos_Aires_003658.jpeg,jpeg,8.88,4032,3024,300,,,South America,32,Y,,"""""""Holiday, Golden Hour, Urban"""""""
London_003659.tiff,tiff,12.63,1920,1080,1200,"52° 56' N, 0° 09' W",,Europe,,Y,,"""""""Urban"""""""
Los_Angeles_003660.png,png,17.25,2048,1536,300,,,North America,32,,,"""""""Urban, Black and White"""""""
New_York_003661.jpg,jpg,14.04,3264,2448,150,"40.77248, -73.82106",,North America,24,,,"""""""Food, Family"""""""
Barcelona_003662.tif,tif,15.33,4000,3000,1200,"41.50821, 1.68240",,Europe,48,,,"""""""Blue Hour, Work, Sports"""""""
Sydney_003663.png,png,3.48,5472,3648,72,"34° 31' S, 151° 48' E",,Australia,24,,,"""""""Street, Wedding, Nature, Family"""""""
London_003664.raw,raw,18.47,4000,3000,1200,"51.26473, -0.45457",,Europe,16,Y,,"""""""Vacation, Street"""""""
Vancouver_003665.nef,nef,20.59,2048,1536,300,"49° 35' N, 123° 31' W",,,14,Y,,"""""""Forest, Vacation, Sunset, Urban"""""""
Singapore_003666.jpg,jpg,2.8,4032,3024,96,"1° 53' N, 103° 23' E",,Asia,32,,Canadiens,"""""""Blue Hour, Black and White, HDR, Work, Sunrise"""""""
Mumbai_003667.jpeg,jpeg,2.67,1920,1080,300,"19° 28' N, 73° 15' E",,Asia,24,Y,,"""""""Travel, Beach, Golden Hour"""""""
Paris_003668.jpg,jpg,4.69,3840,2160,96,"48° 06' N, 2° 08' E",Yes,Europe,,Y,,"""""""Abstract, Food, Festival, Macro"""""""
London_003669.jpeg,jpeg,4.44,4000,3000,150,"52° 13' N, 0° 25' E",,Europe,,,Bruins,"""""""Art, Sunrise, Travel"""""""
Singapore_003670.arw,arw,27.98,3840,2160,600,"1° 53' N, 104° 18' E",Yes,Asia,16,,Blackhawks,"""""""Sunrise, Beach, HDR, Vacation, Wedding"""""""
Berlin_003671.jpeg,jpeg,19.07,3264,2448,96,"52.85496, 13.19267",,Europe,,,,"""""""Blue Hour, Work"""""""
Barcelona_003672.jpg,jpg,15.66,1920,1080,96,"41° 32' N, 2° 59' E",,Europe,,,,"""""""Mountain, Landscape, Vacation"""""""
Paris_003673.tiff,tiff,24.88,3840,2160,1200,"49° 43' N, 3° 49' E",,Europe,,,,"""""""Concert, Forest"""""""
Singapore_003674.jpg,jpg,4.36,2048,1536,300,"1.08911, 103.59154",,,24,,,"""""""Architecture, Work, Wildlife, Festival"""""""
Cairo_003675.arw,arw,28.73,3264,2448,1200,"29.65713, 31.24318",,Africa,16,,,"""""""Concert"""""""
Los_Angeles_003676.png,png,6.46,3840,2160,150,,,North America,32,,,"""""""Nature, Golden Hour, Vintage, Holiday"""""""
Barcelona_003677.jpg,jpg,24.24,4000,3000,150,"41.56652, 2.59476",,Europe,32,,,
Buenos_Aires_003678.jpeg,jpeg,14.7,3264,2448,300,"35° 04' S, 58° 57' W",,South America,24,,Leafs,"""""""HDR, Family, Street"""""""
Vancouver_003679.png,png,20.13,3264,2448,150,"49° 21' N, 123° 41' W",,North America,32,,,"""""""Golden Hour, City, Vacation"""""""
Paris_003680.jpg,jpg,6.89,3840,2160,300,"48.42192, 2.28486",,Europe,24,,,"""""""Sunset, Vacation, Blue Hour, Family, Macro"""""""
Paris_003681.png,png,18.06,6000,4000,150,"48° 35' N, 3° 27' E",,Europe,,,,"""""""Night"""""""
Tokyo_003682.arw,arw,19.76,6000,4000,1200,,,Asia,14,Y,Blackhawks,"""""""Festival, Macro, Concert"""""""
Singapore_003683.jpeg,jpeg,2.69,3840,2160,96,"1.77943, 103.59228",,Asia,32,,,"""""""Holiday"""""""
Singapore_003684.jpg,jpg,22.23,1920,1080,72,"1° 24' N, 103° 54' E",,Asia,24,Y,,"""""""Forest, Family"""""""
Barcelona_003685.tiff,tiff,24.83,3264,2448,300,"41° 35' N, 2° 10' E",,Europe,48,,,"""""""Work"""""""
Vancouver_003686.tiff,tiff,9.81,6000,4000,300,"49° 07' N, 123° 02' W",,North America,,Y,,"""""""Portrait, Work"""""""
Buenos_Aires_003687.raw,raw,18.78,6000,4000,300,,,South America,14,,,"""""""Food, HDR, Beach, City, Portrait"""""""
Vancouver_003688.raw,raw,31.23,2048,1536,300,"49° 23' N, 123° 46' W",,North America,,Y,,"""""""Wildlife, Night, Forest"""""""
Buenos_Aires_003689.tif,tif,32.48,1920,1080,300,"-34.66981, -58.53489",,South America,48,,,"""""""Portrait, City"""""""
Paris_003690.raw,raw,36.73,3840,2160,300,"49.21952, 2.57402",,Europe,16,,,"""""""Blue Hour"""""""
Singapore_003691.nef,nef,33.93,6000,4000,300,,,Asia,16,,,"""""""Vintage, Portrait, Sunrise, Sports, Concert"""""""
Barcelona_003692.tif,tif,8.71,5472,3648,300,"42° 25' N, 2° 36' E",,Europe,24,Y,,"""""""HDR"""""""
Tokyo_003693.jpg,jpg,7.23,4032,3024,96,"35° 24' N, 139° 55' E",Yes,Asia,24,,,"""""""Food, Landscape, Blue Hour, Beach"""""""
Vancouver_003694.tif,tif,22.7,5472,3648,300,"50° 38' N, 123° 11' W",,North America,32,,,"""""""Beach, Art, Work"""""""
Rio_de_Janeiro_003695.arw,arw,44.68,2048,1536,600,"-23.15842, -43.45590",,South America,16,,,"""""""Sunrise, Forest, Architecture, Event, Sports"""""""
Singapore_003696.tiff,tiff,12.61,3840,2160,300,"2° 42' N, 104° 14' E",Yes,Asia,24,,,"""""""Mountain"""""""
Berlin_003697.arw,arw,37.92,3264,2448,600,"52.77693, 13.33091",,Europe,,Y,,"""""""Nature"""""""
Buenos_Aires_003698.arw,arw,38.97,3840,2160,1200,"-34.94920, -58.77047",,South America,,Y,,"""""""Family"""""""
Cairo_003699.jpg,jpg,2.35,4032,3024,300,"30.35649, 31.30236",,Africa,24,,,"""""""Travel, Beach, Food, Nature"""""""
Rio_de_Janeiro_003700.arw,arw,19.47,4000,3000,600,"23° 25' S, 43° 14' W",,South America,14,,,"""""""Macro"""""""
Singapore_003701.tif,tif,10.38,2048,1536,1200,"1° 35' N, 104° 00' E",,,32,,,"""""""Travel, Portrait"""""""
London_003702.arw,arw,17.98,2048,1536,300,"51.55669, -0.60936",,Europe,,,,
Singapore_003703.jpeg,jpeg,19.63,3840,2160,300,"1.81238, 103.95112",,Asia,24,,,
Cairo_003704.png,png,7.31,2048,1536,150,"30° 41' N, 31° 46' E",,Africa,32,,,"""""""Street, Landscape, Golden Hour, Forest"""""""
London_003705.arw,arw,16.19,3264,2448,300,"51.66971, -0.62464",,Europe,,Y,,
Sydney_003706.cr2,cr2,21.75,4000,3000,1200,"-33.45180, 151.40410",,Australia,,,,"""""""Panorama, Mountain, Landscape, Vintage"""""""
Mumbai_003707.png,png,10.83,2048,1536,72,"18.69497, 72.58185",,Asia,,Y,,"""""""Vacation"""""""
Barcelona_003708.tif,tif,25.44,5472,3648,1200,"41.50381, 2.58448",Yes,Europe,48,,,"""""""Macro, Panorama, Forest"""""""
Cairo_003709.arw,arw,33.8,3840,2160,1200,"30° 56' N, 31° 47' E",,,,,,"""""""HDR, Travel, Wildlife"""""""
London_003710.cr2,cr2,21.53,1920,1080,600,"51.30568, 0.02320",Yes,Europe,14,Y,,"""""""Travel, Nature, Forest, Golden Hour, Landscape"""""""
Berlin_003711.png,png,3.07,2048,1536,72,"52.10032, 13.17942",,Europe,24,,,"""""""Black and White"""""""
Rio_de_Janeiro_003712.tiff,tiff,20.77,2048,1536,1200,"-22.74491, -43.07639",,South America,48,,,"""""""Street, Architecture, Festival, Golden Hour"""""""
Cairo_003713.jpeg,jpeg,24.69,5472,3648,150,"30.07203, 31.00125",,Africa,32,,,"""""""Wildlife, Black and White, Holiday, Landscape, Art"""""""
London_003714.png,png,14.04,2048,1536,72,"52° 38' N, 0° 24' W",Yes,Europe,,,Senators,"""""""Sunrise, Holiday, Sunset, Macro"""""""
Cairo_003715.jpg,jpg,15.47,1920,1080,96,"30° 51' N, 31° 53' E",,Africa,24,,,"""""""Mountain, Abstract, Macro, Travel"""""""
Tokyo_003716.tif,tif,30.53,3264,2448,1200,"36° 55' N, 140° 48' E",,Asia,48,,,"""""""Vacation, Event, Street"""""""
London_003717.arw,arw,28.31,4032,3024,300,"51.30930, -0.38114",,Europe,16,,,"""""""Festival"""""""
Berlin_003718.raw,raw,24.72,4000,3000,600,,Yes,Europe,16,,,"""""""Nature"""""""
Sydney_003719.png,png,5.03,3840,2160,96,"34° 19' S, 151° 54' E",,Australia,32,Y,,"""""""Beach"""""""
Barcelona_003720.png,png,4.71,3840,2160,150,,,Europe,32,,,"""""""Holiday"""""""
Los_Angeles_003721.cr2,cr2,21.23,5472,3648,600,"33.94909, -118.38439",Yes,North America,14,Y,,"""""""Festival, Night"""""""
Cairo_003722.raw,raw,19.93,6000,4000,1200,"30° 46' N, 31° 29' E",,,16,,,
Cairo_003723.png,png,24.62,6000,4000,300,"30.21706, 31.30963",,Africa,24,,,"""""""Art, Architecture, Concert, Portrait, Sunset"""""""
Paris_003724.tif,tif,10.13,5472,3648,300,"48.43170, 2.57353",,Europe,48,Y,,"""""""Landscape, Street, City"""""""
Singapore_003725.png,png,12.71,4000,3000,72,,,Asia,32,,,"""""""Architecture, Concert, Nature, Golden Hour, Blue Hour"""""""
Berlin_003726.nef,nef,34.17,2048,1536,600,"52.88427, 12.98081",,Europe,16,,,"""""""Work, Family, Holiday, Beach"""""""
Vancouver_003727.jpg,jpg,5.16,6000,4000,72,"49.01081, -123.15239",,North America,,,,"""""""Landscape, Architecture, Work"""""""
Buenos_Aires_003728.nef,nef,18.48,3264,2448,1200,"-34.21084, -58.66613",,South America,16,Y,,"""""""Holiday, Beach, Nature, Sports"""""""
Mumbai_003729.jpeg,jpeg,5.48,4000,3000,96,"19° 04' N, 73° 57' E",,Asia,32,,,"""""""Architecture, Sunrise, Holiday, Macro, Street"""""""
Tokyo_003730.nef,nef,15.55,6000,4000,1200,"35.24852, 139.18543",,Asia,,,,"""""""Black and White, Blue Hour"""""""
Los_Angeles_003731.tiff,tiff,8.07,3840,2160,300,"34.36791, -117.87043",,North America,48,Y,,"""""""HDR"""""""
Sydney_003732.png,png,21.15,6000,4000,72,"-33.67816, 151.55892",,Australia,32,,Oilers,"""""""HDR, Street, Vintage"""""""
Cape_Town_003733.nef,nef,38.21,4032,3024,600,"-34.39445, 18.14688",,Africa,14,Y,,"""""""Sports"""""""
Los_Angeles_003734.png,png,18.48,3264,2448,300,"33.59325, -118.31348",,North America,32,,,"""""""Art, Landscape"""""""
Mumbai_003735.tiff,tiff,27.41,1920,1080,1200,,Yes,Asia,48,,,"""""""Festival, Art, Work, Sports, Vintage"""""""
New_York_003736.raw,raw,26.05,5472,3648,300,"41° 20' N, 74° 43' W",,North America,14,,,"""""""Abstract, Panorama, Work, Food"""""""
Buenos_Aires_003737.arw,arw,18.0,4000,3000,1200,"-34.71064, -57.98693",,South America,,,,
Los_Angeles_003738.tif,tif,23.6,6000,4000,300,"34° 35' N, 118° 54' W",,North America,48,,,"""""""Festival, City, Event, Blue Hour, Work"""""""
Paris_003739.jpg,jpg,16.16,4000,3000,300,"49.04876, 2.03473",,Europe,32,,,"""""""Urban"""""""
Cairo_003740.raw,raw,17.28,6000,4000,1200,"30° 11' N, 31° 01' E",,Africa,14,,,"""""""Wedding, Blue Hour, Black and White, Macro, Concert"""""""
Sydney_003741.png,png,21.02,2048,1536,96,"34° 41' S, 151° 48' E",,Australia,32,,,
Mumbai_003742.tif,tif,27.03,6000,4000,600,"19.25284, 73.06334",,Asia,32,Y,Flames,
Sydney_003743.png,png,15.2,5472,3648,300,"34° 55' S, 151° 42' E",,Australia,24,Y,,"""""""Macro"""""""
Barcelona_003744.tif,tif,14.39,6000,4000,1200,"42° 00' N, 2° 10' E",,Europe,32,,,"""""""Work"""""""
Singapore_003745.jpg,jpg,6.2,5472,3648,300,"1.00179, 104.22518",,Asia,24,,,"""""""Abstract, Night"""""""
London_003746.tif,tif,10.6,1920,1080,600,"51.09308, -0.25589",,Europe,32,,Oilers,"""""""Panorama"""""""
Buenos_Aires_003747.jpeg,jpeg,15.72,6000,4000,150,"35° 09' S, 58° 48' W",,South America,32,Y,,"""""""Blue Hour, Event"""""""
Barcelona_003748.arw,arw,18.22,4000,3000,300,"41.28633, 2.58299",,Europe,,,,"""""""HDR, Sunset, Wildlife"""""""
Vancouver_003749.tif,tif,23.03,2048,1536,600,"49.72427, -123.17692",,North America,48,Y,,"""""""Mountain"""""""
Mumbai_003750.tif,tif,21.71,3840,2160,300,,Yes,Asia,32,,,"""""""Festival"""""""
Barcelona_003751.raw,raw,25.86,1920,1080,600,,,Europe,16,,,"""""""Architecture, Macro"""""""
Singapore_003752.png,png,18.9,2048,1536,72,"2° 13' N, 104° 02' E",,Asia,32,,,
Singapore_003753.png,png,3.28,1920,1080,150,"1° 17' N, 104° 43' E",,Asia,24,,,"""""""Sports, Vacation"""""""
Vancouver_003754.png,png,12.04,2048,1536,96,"49° 26' N, 123° 07' W",,North America,24,Y,,"""""""Night"""""""
Singapore_003755.tif,tif,11.38,3840,2160,300,"1° 38' N, 104° 50' E",,Asia,48,Y,,"""""""Panorama, Holiday, Forest"""""""
New_York_003756.tiff,tiff,32.21,6000,4000,1200,"41° 39' N, 74° 21' W",,North America,32,Y,,"""""""Macro, Beach, Sunset, Holiday, Forest"""""""
Singapore_003757.tiff,tiff,10.99,3840,2160,300,"1° 34' N, 103° 47' E",,Asia,48,,,"""""""Beach"""""""
Barcelona_003758.tif,tif,9.84,3840,2160,300,"41.75784, 2.50702",,Europe,32,,,"""""""Vacation, Macro"""""""
Tokyo_003759.tif,tif,33.17,4000,3000,600,"36° 45' N, 139° 44' E",,Asia,,,,"""""""Portrait, Night, Holiday"""""""
Vancouver_003760.jpeg,jpeg,22.09,2048,1536,72,"50° 24' N, 123° 05' W",,North America,32,,Leafs,"""""""Portrait, Black and White, Mountain, Art, Abstract"""""""
Vancouver_003761.cr2,cr2,26.39,3840,2160,600,"48.97666, -123.47845",,North America,14,,Canadiens,"""""""Forest, Beach"""""""
Berlin_003762.jpeg,jpeg,7.73,4032,3024,96,"52.39112, 13.76688",,Europe,32,,,"""""""Wildlife, HDR, Wedding"""""""
Los_Angeles_003763.arw,arw,25.27,4032,3024,1200,"33.91604, -118.53466",,North America,16,,,"""""""Macro, Sunset, Night, Art, Holiday"""""""
Cape_Town_003764.jpeg,jpeg,7.75,1920,1080,300,"34° 30' S, 18° 49' E",,Africa,32,,,"""""""Wildlife, Portrait, Street, Wedding, Night"""""""
Sydney_003765.jpeg,jpeg,22.7,1920,1080,150,"34° 42' S, 151° 45' E",,Australia,24,Y,,
Berlin_003766.tiff,tiff,9.14,3264,2448,1200,"53° 58' N, 13° 22' E",,Europe,48,,,"""""""Abstract, Family, Golden Hour, Landscape"""""""
Singapore_003767.nef,nef,42.41,3840,2160,600,"1° 24' N, 104° 52' E",,Asia,14,,,"""""""Beach"""""""
Cairo_003768.raw,raw,40.11,2048,1536,600,"30.00752, 31.60499",Yes,Africa,14,,,"""""""City, Event"""""""
New_York_003769.png,png,22.6,4000,3000,150,"41° 40' N, 74° 19' W",,North America,32,,,"""""""Concert"""""""
London_003770.raw,raw,32.29,3264,2448,300,"51° 19' N, 1° 11' W",,Europe,14,,,
Vancouver_003771.png,png,4.11,2048,1536,96,"49.65233, -123.07709",,North America,,Y,,
Tokyo_003772.jpeg,jpeg,21.52,4000,3000,96,"35.86076, 139.75074",,Asia,24,Y,,"""""""Vacation, Wildlife, Food, HDR"""""""
Buenos_Aires_003773.jpg,jpg,23.77,2048,1536,72,"35° 41' S, 59° 06' W",,South America,24,Y,,"""""""Beach, Event, Sunrise"""""""
Cape_Town_003774.arw,arw,41.27,6000,4000,1200,"33° 21' S, 19° 43' E",,Africa,14,Y,,"""""""Forest, Travel, Concert"""""""
Cairo_003775.png,png,10.22,4032,3024,300,"29.88716, 31.47180",,Africa,32,Y,Leafs,"""""""Landscape, Food, Wildlife, Golden Hour, Travel"""""""
New_York_003776.nef,nef,27.88,3840,2160,1200,"40.55488, -74.08556",,North America,,,,"""""""Night, Mountain, Vintage"""""""
Berlin_003777.png,png,6.52,3840,2160,72,"52.23662, 13.45001",,Europe,,,,"""""""Macro, Street"""""""
Buenos_Aires_003778.png,png,19.8,2048,1536,300,"34° 12' S, 59° 51' W",,,,,,"""""""HDR"""""""
Cairo_003779.raw,raw,16.71,1920,1080,1200,"30° 06' N, 32° 45' E",,Africa,,,,"""""""Sunrise, Travel, Portrait, Night"""""""
New_York_003780.png,png,13.77,5472,3648,150,"41° 29' N, 74° 49' W",,North America,,,,"""""""Panorama, Street, Travel, Family"""""""
Barcelona_003781.tif,tif,31.36,1920,1080,300,"41° 20' N, 2° 36' E",Yes,Europe,48,,,"""""""Architecture, Festival, Macro"""""""
Rio_de_Janeiro_003782.jpeg,jpeg,5.28,3840,2160,150,"23° 35' S, 43° 22' W",,South America,,,,"""""""Wedding"""""""
Rio_de_Janeiro_003783.cr2,cr2,35.47,1920,1080,300,"-22.45771, -42.77048",,South America,,,,"""""""Concert, Sunrise"""""""
New_York_003784.jpg,jpg,17.83,6000,4000,300,,,,,,,"""""""Nature, Macro"""""""
Rio_de_Janeiro_003785.jpeg,jpeg,13.37,5472,3648,300,"-22.43522, -43.51647",,South America,,,,"""""""Event, Mountain, Macro"""""""
Los_Angeles_003786.cr2,cr2,27.29,2048,1536,1200,"35° 04' N, 118° 55' W",,North America,16,,Oilers,"""""""Holiday"""""""
Berlin_003787.png,png,8.93,3264,2448,150,"53° 22' N, 13° 22' E",Yes,Europe,,,,"""""""Food, Art, HDR"""""""
Cape_Town_003788.jpg,jpg,18.01,5472,3648,96,,,Africa,24,Y,,"""""""Beach, Art, Event, Concert, Portrait"""""""
Cairo_003789.tif,tif,20.55,3264,2448,300,"30.22710, 30.82356",,Africa,24,,,
Tokyo_003790.jpeg,jpeg,20.61,3840,2160,96,"35° 24' N, 140° 54' E",Yes,Asia,24,,,"""""""Macro, Black and White, Panorama, Festival, Wildlife"""""""
New_York_003791.png,png,9.65,5472,3648,300,"41° 49' N, 74° 33' W",,North America,32,Y,,"""""""Street, Travel, Wedding, Art, Macro"""""""
Mumbai_003792.tiff,tiff,28.06,1920,1080,600,,,Asia,24,,Jets,"""""""Art, Food, City"""""""
Mumbai_003793.raw,raw,21.61,4032,3024,1200,"19.26116, 72.48019",,Asia,16,,,"""""""Urban"""""""
Vancouver_003794.nef,nef,40.28,3264,2448,300,"49.32457, -122.63872",,,16,,,"""""""Street"""""""
Rio_de_Janeiro_003795.raw,raw,39.91,3840,2160,600,"23° 40' S, 43° 18' W",Yes,South America,,,,"""""""Family, Event, Landscape, Art, Vintage"""""""
